Trail Name,Timestamp
R_r3deg157h0,1729983178.4066272
R_r3deg157h0,1729983178.6732917
R_r3deg157h0,1729983178.7399516
R_r3deg157h0,1729983178.906627
R_r3deg157h0,1729983178.9732864
R_r3deg157h0,1729983179.339959
R_r3deg157h0,1729983180.7399516
R_r3deg157h0,1729983180.4732852
R_r3deg157h0,1729983180.6399512
R_r3deg157h0,1729983180.70671
R_r3deg157h0,1729983181.4732878
R_r3deg157h0,1729983181.5732872
R_r3deg157h0,1729983181.673284
R_r3deg157h0,1729983182.0399525
R_r3deg157h0,1729983186.573289
R_r3deg157h0,1729983190.0399702
R_r3deg157h0,1729983190.106597
R_r3deg157h0,1729983186.8066244
R_r3deg157h0,1729983187.6067405
R_r3deg157h0,1729983189.639954
R_r3deg157h0,1729983189.9066398
R_r3deg157h0,1729983190.206642
R_r3deg157h0,1729983199.706635
R_r3deg157h0,1729983195.3401256
R_r3deg157h0,1729983199.739956
R_r3deg157h0,1729983195.3067694
R_r3deg157h0,1729983195.4399517
R_r3deg157h0,1729983208.1732895
R_r3deg157h0,1729983208.80663
R_r3deg157h0,1729983208.9399557
R_r3deg157h0,1729983208.07332
R_r3deg157h0,1729983208.40663
R_r3deg157h0,1729983208.473288
R_r3deg157h0,1729983208.5399852
R_r3deg157h0,1729983211.7065926
R_r3deg157h0,1729983211.9399538
R_r3deg157h0,1729983208.273268
R_r3deg157h0,1729983211.2399533
R_r3deg157h0,1729983211.3066983
R_r3deg157h0,1729983220.5066311
R_r3deg157h0,1729983220.639953
R_r3deg157h0,1729983221.1732645
R_r3deg157h0,1729983221.2399528
R_r3deg157h0,1729983221.5732884
R_r3deg157h0,1729983221.873296
R_r3deg157h0,1729983222.1066737
R_r3deg157h0,1729983220.473288
R_r3deg157h0,1729983220.706625
R_r3deg157h0,1729983220.8065972
R_r3deg157h0,1729983221.2066317
R_r3deg157h0,1729983222.006626
R_r3deg157h0,1729983178.3399522
R_r3deg157h0,1729983178.939954
R_r3deg157h0,1729983178.2066212
R_r3deg157h0,1729983178.273289
R_r3deg157h0,1729983178.373321
R_r3deg157h0,1729983178.8399527
R_r3deg157h0,1729983178.0399532
R_r3deg157h0,1729983178.1066902
R_r3deg157h0,1729983178.6065998
R_r3deg157h0,1729983178.1399522
R_r3deg157h0,1729983179.6733189
R_r3deg157h0,1729983179.8066816
R_r3deg157h0,1729983179.8399527
R_r3deg157h0,1729983179.139953
R_r3deg157h0,1729983179.4732883
R_r3deg157h0,1729983179.5733356
R_r3deg157h0,1729983220.406563
R_r3deg157h0,1729983220.073363
R_r3deg157h0,1729983220.2733035
R_r3deg157h0,1729983220.7399516
R_r3deg157h0,1729983180.439952
R_r3deg157h0,1729983180.5399516
R_r3deg157h0,1729983180.8732858
R_r3deg157h0,1729983180.9732766
R_r3deg157h0,1729983180.073289
R_r3deg157h0,1729983180.5733
R_r3deg157h0,1729983180.8066218
R_r3deg157h0,1729983180.2066264
R_r3deg157h0,1729983180.7732866
R_r3deg157h0,1729983180.8399508
R_r3deg157h0,1729983221.7732892
R_r3deg157h0,1729983181.773285
R_r3deg157h0,1729983181.4066894
R_r3deg157h0,1729983181.873288
R_r3deg157h0,1729983181.5399516
R_r3deg157h0,1729983172.2732923
R_r3deg157h0,1729983172.5399816
R_r3deg157h0,1729983172.8065715
R_r3deg157h0,1729983172.906629
R_r3deg157h0,1729983172.4732893
R_r3deg157h0,1729983173.1732657
R_r3deg157h0,1729983173.2399552
R_r3deg157h0,1729983172.6065867
R_r3deg157h0,1729983172.8732889
R_r3deg157h0,1729983172.9399543
R_r3deg157h0,1729983174.106693
R_r3deg157h0,1729983174.173287
R_r3deg157h0,1729983174.0732882
R_r3deg157h0,1729983174.2399523
R_r3deg157h0,1729983174.3067102
R_r3deg157h0,1729983174.006627
R_r3deg157h0,1729983174.039955
R_r3deg157h0,1729983178.0732894
R_r3deg157h0,1729983178.439952
R_r3deg157h0,1729983178.5399525
R_r3deg157h0,1729983178.706596
